"Semana.","Área natural protegida","Categoría","Tipo","Estado","Municipio","Posible causa","Tipo de vegetación","Superficie","Total días/persona","Tipo de atención","Latitud","Longitud"
"8","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","CHIAUTEMPAN","Actividades agrícolas","Bosque de Pino-Encino","10.7594","6","Combate","19.259579","-98.11658"
"8","Pico de Orizaba","Parque Natural","Federal","puebla","TLACHICHUCA","Actividades pecuarias","Bosque de Pino","8.7173","8","Combate","19.105","-97.29266"
"8","Santuario del Agua y Forestal Presa Taxhimay","Parque Estatal","Estatal","méxico","VILLA DEL CARBÓN","Desconocidas","Bosque de Encino","11.406","21","Combate","19.784973","-99.42892"
"8","Iztaccíhuatl-Popocatépetl","Parque Nacional","Federal","méxico","IXTAPALUCA","Fogatas","Bosque de Pino","0.99","6","Combate","19.336445","-98.717026"
"8","Santuario del Agua y Forestal Subcuenca Tributaria Río Mayorazgo - Temoaya","Parque Estatal","Estatal","méxico","TEMOAYA","Fogatas","Bosque de Pino","0.785","5","Combate","19.512041","-99.5191"
"8","El Oso Bueno","Parque Estatal","Estatal","méxico","ACAMBAY DE RUÍZ CASTAÑEDA","Actividades pecuarias","Bosque de Encino","0.41","8","Combate","20.026478","-99.90508"
"8","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","TEMASCALTEPEC","Actividades agrícolas","Bosque de Pino-Encino","0.296","11","Combate","19.109352","-99.95277"
"8","Cerro Gordo","Parque Estatal","Estatal","méxico","SAN MARTÍN DE LAS PIRÁMIDES","Actividades agrícolas","Bosque de Encino","6.068","7","Combate","19.744244","-98.808975"
"8","Cerro Ayaqueme Volcan Huehuel","Reserva Estatal","Estatal","méxico","JUCHITEPEC","Desconocidas","Bosque de Pino","4.78","9","Combate","19.146547","-98.94802"
"8","El Oso Bueno","Parque Estatal","Estatal","méxico","ACULCO","Actividades agrícolas","Bosque de Encino","4.56","17","Combate","20.028889","-99.90295"
"8","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","VALLE DE BRAVO","Actividades pecuarias","Selva Baja Caducifolia","4.548","20","Combate","19.205555","-100.19278"
"8","Nevado de Toluca","Área de Protección de Flora y Fauna","Federal","méxico","TOLUCA","Intencional","Bosque de Pino","4.03","44","Combate","19.164223","-99.76505"
"8","Nevado de Toluca","Área de Protección de Flora y Fauna","Federal","méxico","ZINACANTEPEC","Fumadores","Pradera de Alta Montaña","3.62","20","Combate","19.127117","-99.76755"
"8","Sierra de Guadalupe","Parque Estatal","Estatal","méxico","TLALNEPANTLA DE BAZ","Intencional","Matorral Crasicaule","3.3","27","Combate","19.56615","-99.156044"
"8","Nevado de Toluca","Área de Protección de Flora y Fauna","Federal","méxico","ZINACANTEPEC","Actividades pecuarias","Bosque de Pino","2.472","15","Combate","19.210695","-99.821"
"8","Nevado de Toluca","Área de Protección de Flora y Fauna","Federal","méxico","TOLUCA","Fogatas","Bosque de Pino","1.835","10","Combate","19.081055","-99.761536"
"8","Sierra de Huautla","Reserva de la Biósfera","Federal","morelos","TLAQUILTENANGO","Intencional","Selva Baja Caducifolia","7.515","0","Monitoreo","18.40239","-99.07894"
"8","El Tepozteco","Parque Nacional","Federal","morelos","TEPOZTLÁN","Intencional","Selva Baja Caducifolia","5.588","0","Monitoreo","18.944883","-99.16931"
"8","Corredor Biológico Chichinautzin","Área de Protección de Flora y Fauna","Federal","morelos","TLALNEPANTLA","Actividades agrícolas","Bosque de Pino","3.634","0","Monitoreo","19.049492","-98.98853"
"8","El Tepozteco","Parque Nacional","Federal","morelos","TEPOZTLÁN","Intencional","Selva Baja Caducifolia","1.042","0","Monitoreo","18.961378","-99.16808"
"8","El Tepozteco","Parque Nacional","Federal","morelos","TEPOZTLÁN","Intencional","Selva Baja Caducifolia","0.617","0","Monitoreo","18.965164","-99.1639"
"8","Cañones de los Rios Marques-Cajones y Serranias Aledañas","Zona de Restauración y Protección Ambiental","Estatal","michoacán","URUAPAN","Intencional","Bosque de Pino","47.8492","59","Combate","19.311192","-102.017494"
"8","Laguna de Atotonilco","Sitio Ramsar","Federal","jalisco","VILLA CORONA","Desconocidas","Vegetación Halófila Hidrófila","6.747","6","Combate","20.410372","-103.6748"
"8","Sierra Condiro Canales - Cerro San Miguel Chiquihuitillo","Área Estatal de Protección Hidrológica","Estatal","jalisco","LA BARCA","Desconocidas","Selva Baja Caducifolia","6.1912","18","Combate","20.443916","-102.5422"
"8","La Primavera","Área de Protección de Flora y Fauna","Federal","jalisco","TALA","Desconocidas","Bosque de Encino-Pino","5.8172","41","Combate","20.68107","-103.657974"
"8","Laguna de Atotonilco","Sitio Ramsar","Federal","jalisco","VILLA CORONA","Intencional","Tular","0.1526","3","Combate","20.411558","-103.67538"
"8","El Veladero","Parque Nacional","Federal","guerrero","ACAPULCO DE JUÁREZ","Desconocidas","Selva Baja Caducifolia","2.8822","36","Combate","16.881666","-99.91055"
"8","Cuatrociénegas","Área de Protección de Flora y Fauna","Federal","coahuila","CUATRO CIÉNEGAS","Desconocidas","Pastizal Halófilo","11.2461","30","Combate","26.78301","-101.99593"
"8","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Cazadores","Pastizal Halófilo","8.6829","25","Combate","19.119917","-99.014626"
"8","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Pastizal Halófilo","7.0007","16","Combate","19.087803","-99.012856"
"8","El Tepeyac","Parque Nacional","Federal","ciudad de méxico","GUSTAVO A. MADERO","Intencional","Matorral Crasicaule","0.1662","14","Combate","19.494139","-99.10891"
"8","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Intencional","Bosque de Pino","1.4003","45","Combate","19.135191","-99.20623"
"8","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Intencional","Bosque de Pino","11.5549","98","Combate","19.140648","-99.20347"
"8","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Intencional","Bosque de Pino","0.9755","26","Combate","19.127972","-99.20829"
"8","Sierra de Santa Catarina","Zona de Preservación Ecológica","Estatal","ciudad de méxico","IZTAPALAPA","Actividades pecuarias","Matorral Crasicaule","0.7799","20","Combate","19.327995","-98.99528"
"8","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Intencional","Bosque de Pino","0.7272","12","Combate","19.130842","-99.19991"
"8","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Intencional","Bosque de Pino","0.476","13","Combate","19.13125","-99.19768"
"8","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","0.3829","11","Combate","19.140917","-99.26583"
"8","El Tepeyac","Parque Nacional","Federal","ciudad de méxico","GUSTAVO A. MADERO","Intencional","Matorral Crasicaule","0.2","10","Combate","19.513361","-99.11997"
"8","El Tepeyac","Parque Nacional","Federal","ciudad de méxico","GUSTAVO A. MADERO","Intencional","Matorral Crasicaule","0.0384","7","Combate","19.493305","-99.110085"
"8","San Nicolás Totolapan","Reserva Estatal","Estatal","ciudad de méxico","LA MAGDALENA CONTRERAS","Intencional","Bosque de Oyamel","0.16","15","Combate","19.266768","-99.25151"
"8","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","0.117","11","Combate","19.14068","-99.26357"
"8","Tutuaca","Área de Protección de Flora y Fauna","Federal","chihuahua","TEMÓSACHIC","Intencional","Bosque de Encino-Pino","2.9296","10","Combate","28.404188","-108.14069"
"8","Ejido San Ignacio de Arareco","Áreas Destinadas Voluntariamente a la Conservación","Federal","chihuahua","BOCOYNA","Actividades agrícolas","Bosque de Pino","0.0839","10","Combate","27.705032","-107.608185"
"7","Cañón del Río Blanco","Parque Nacional","Federal","veracruz","NOGALES","Quema de basureros","Bosque de Encino","22.6569","44","Combate","18.82","-97.21611"
"7","Cofre de Perote o Nauhcampatépetl","Parque Nacional","Federal","veracruz","PEROTE","Intencional","Bosque de Pino","0.168","29","Combate","19.526667","-97.20639"
"7","Cofre de Perote o Nauhcampatépetl","Parque Nacional","Federal","veracruz","PEROTE","Fogatas","Bosque de Pino-Encino","2.292","78","Combate","19.549168","-97.10528"
"7","Cañón del Río Blanco","Parque Nacional","Federal","veracruz","MALTRATA","Desconocidas","Bosque de Encino","0.262","22","Combate","18.768888","-97.28333"
"7","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","SAN FRANCISCO TETLANOHCAN","Intencional","Bosque de Pino","2.355","5","Combate","19.250462","-98.09964"
"7","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","SAN FRANCISCO TETLANOHCAN","Fogatas","Bosque de Pino","0.4138","6","Combate","19.276558","-98.054794"
"7","Pantanos de Centla","Reserva de la Biósfera","Federal","tabasco","CENTLA","Cazadores","Tular","734.3424","6","Monitoreo","18.255331","-92.68037"
"7","Laguna Mecoacán","Parque Estatal","Estatal","tabasco","JALPA DE MÉNDEZ","Desconocidas","Tular","304.5392","20","Monitoreo","18.344038","-93.02392"
"7","Pantanos de Centla","Reserva de la Biósfera","Federal","tabasco","CENTLA","Cazadores","Tular","84.8155","8","Monitoreo","18.436844","-92.71698"
"7","Pantanos de Centla","Reserva de la Biósfera","Federal","tabasco","CENTLA","Cazadores","Tular","128.1879","7","Monitoreo","18.388475","-92.50016"
"7","Pico de Orizaba","Parque Natural","Federal","puebla","TLACHICHUCA","Actividades pecuarias","Bosque de Pino","9.0362","10","Combate","19.085634","-97.29501"
"7","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","puebla","ACAJETE","Intencional","Bosque de Pino","3","8","Combate","19.191889","-97.98869"
"7","Z.P.F.V. la Cuenca Hidrográfica del Río Necaxa","Área de Protección de los Recursos Naturales","Federal","puebla","HUAUCHINANGO","Actividades pecuarias","Bosque Mesófilo de Montaña","12.5","35","Combate","20.186666","-98.086334"
"7","Pico de Orizaba","Parque Natural","Federal","puebla","TLACHICHUCA","Actividades pecuarias","Bosque de Pino","123","36","Combate","19.09289","-97.27355"
"7","Iztaccíhuatl-Popocatépetl","Parque Nacional","Federal","méxico","IXTAPALUCA","Fogatas","Bosque de Pino","1.44","6","Combate","19.33675","-98.68178"
"7","Iztaccíhuatl-Popocatépetl","Parque Nacional","Federal","méxico","IXTAPALUCA","Intencional","Bosque Cultivado","1.21","6","Combate","19.334686","-98.70967"
"7","Bosencheve","Parque Nacional","Federal","méxico","VILLA VICTORIA","Actividades agrícolas","Bosque de Pino-Encino","1.05","9","Combate","19.47189","-100.141556"
"7","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","VILLA DE ALLENDE","Actividades pecuarias","Bosque de Pino-Encino","0.97","13","Combate","19.342638","-100.13008"
"7","Iztaccíhuatl-Popocatépetl","Parque Nacional","Federal","méxico","IXTAPALUCA","Intencional","Bosque de Pino","0.866","7","Combate","19.340017","-98.67376"
"7","El Oso Bueno","Parque Estatal","Estatal","méxico","ACAMBAY DE RUÍZ CASTAÑEDA","Residuos de aprovechamiento forestal","Bosque de Encino","0.47","14","Combate","19.983942","-99.90932"
"7","Parque Ecológico y Recreativo de Tenancingo, Malinalco y Zumpahuacan","Parque Estatal","Estatal","méxico","TENANCINGO","Intencional","Bosque de Encino","9.94","19","Combate","18.941444","-99.581665"
"7","Santuario del Agua y Forestal Subcuenca Tributaria Río San Lorenzo","Parque Estatal","Estatal","méxico","LERMA","Intencional","Bosque de Pino","8.03","20","Combate","19.31","-99.395836"
"7","Cerro Ayaqueme Volcan Huehuel","Reserva Estatal","Estatal","méxico","CHALCO","Desconocidas","Bosque de Pino","3.03","14","Combate","19.185194","-98.95189"
"7","Iztaccíhuatl-Popocatépetl","Parque Nacional","Federal","méxico","IXTAPALUCA","Fogatas","Bosque de Pino","7.44","7","Combate","19.338337","-98.682655"
"7","Parque Ecológico Turistico y Recreativo Zempoala La Bufa, denominado Parque Otomí-Mexica","Parque Estatal","Estatal","méxico","OCOYOACAC","Actividades agrícolas","Bosque de Pino","6.84","9","Combate","19.28086","-99.41444"
"7","Sierra Morelos","Parque Estatal","Estatal","méxico","TOLUCA","Intencional","Bosque de Pino","55.82","35","Combate","19.312727","-99.69612"
"7","Cerro Ayaqueme Volcan Huehuel","Reserva Estatal","Estatal","méxico","JUCHITEPEC","Desconocidas","Bosque de Pino","4.998","9","Combate","19.144695","-98.9493"
"7","Iztaccíhuatl-Popocatépetl","Parque Nacional","Federal","méxico","IXTAPALUCA","Intencional","Bosque de Pino","4.33","11","Combate","19.340195","-98.685974"
"7","Parque Ecológico Turistico y Recreativo Zempoala La Bufa, denominado Parque Otomí-Mexica","Parque Estatal","Estatal","méxico","OCUILAN","Intencional","Bosque de Oyamel","4.211","25","Combate","19.092361","-99.358696"
"7","Nevado de Toluca","Área de Protección de Flora y Fauna","Federal","méxico","TENANGO DEL VALLE","Actividades pecuarias","Bosque de Pino","33.87","24","Combate","19.088194","-99.7165"
"7","Nevado de Toluca","Área de Protección de Flora y Fauna","Federal","méxico","ZINACANTEPEC","Intencional","Bosque de Pino","2.652","10","Combate","19.094488","-99.83532"
"7","Parque Ecológico Turistico y Recreativo Zempoala La Bufa, denominado Parque Otomí-Mexica","Parque Estatal","Estatal","méxico","JILOTZINGO","Desconocidas","Bosque de Pino","26.27","7","Combate","19.449186","-99.38019"
"7","Parque Ecológico Turistico y Recreativo Zempoala La Bufa, denominado Parque Otomí-Mexica","Parque Estatal","Estatal","méxico","OCUILAN","Intencional","Bosque de Oyamel","1.93","21","Combate","19.08761","-99.348"
"7","Parque Ecológico Turistico y Recreativo Zempoala La Bufa, denominado Parque Otomí-Mexica","Parque Estatal","Estatal","méxico","HUIXQUILUCAN","Fogatas","Bosque de Encino","6.32","29","Combate","19.395267","-99.339035"
"7","Iztaccíhuatl-Popocatépetl","Parque Nacional","Federal","méxico","IXTAPALUCA","Intencional","Bosque de Pino","1.55","6","Combate","19.328562","-98.70974"
"7","Santuario del Agua y Forestal Subcuenca Tributaria Río San Lorenzo","Parque Estatal","Estatal","méxico","LERMA","Intencional","Bosque de Pino","15.11","9","Combate","19.325514","-99.41809"
"7","Parque Ecológico Turistico y Recreativo Zempoala La Bufa, denominado Parque Otomí-Mexica","Parque Estatal","Estatal","méxico","OCOYOACAC","Actividades agrícolas","Bosque de Pino","0.001","17","Combate","19.275286","-99.417435"
"7","El Tepozteco","Parque Nacional","Federal","morelos","TEPOZTLÁN","Intencional","Selva Baja Caducifolia","1.912","0","Monitoreo","18.96047","-99.17786"
"7","El Tepozteco","Parque Nacional","Federal","morelos","TEPOZTLÁN","Intencional","Selva Baja Caducifolia","3.989","0","Monitoreo","18.94176","-99.17049"
"7","El Tepozteco","Parque Nacional","Federal","morelos","TEPOZTLÁN","Intencional","Selva Baja Caducifolia","2.547","0","Monitoreo","18.964798","-99.160614"
"7","El Tepozteco","Parque Nacional","Federal","morelos","TEPOZTLÁN","Intencional","Selva Baja Caducifolia","2.026","0","Monitoreo","18.946667","-99.1747"
"7","El Tepozteco","Parque Nacional","Federal","morelos","TEPOZTLÁN","Intencional","Selva Baja Caducifolia","17.155","9","Combate","18.963976","-99.16971"
"7","El Tepozteco","Parque Nacional","Federal","morelos","TEPOZTLÁN","Intencional","Selva Baja Caducifolia","1.121","0","Monitoreo","18.966545","-99.173195"
"7","El Tepozteco","Parque Nacional","Federal","morelos","TEPOZTLÁN","Intencional","Selva Baja Caducifolia","1.056","0","Monitoreo","18.945795","-99.172035"
"7","El Tepozteco","Parque Nacional","Federal","morelos","TEPOZTLÁN","Intencional","Selva Baja Caducifolia","0.613","0","Monitoreo","18.964933","-99.175316"
"7","El Tepozteco","Parque Nacional","Federal","morelos","TEPOZTLÁN","Intencional","Selva Baja Caducifolia","0.369","0","Monitoreo","18.966652","-99.163185"
"7","Corredor Biológico Chichinautzin","Área de Protección de Flora y Fauna","Federal","morelos","CUERNAVACA","Actividades agrícolas","Bosque de Encino-Pino","0.281","27","Combate","18.982183","-99.20337"
"7","Cerro Viejo - Chupinaya - Los Sabinos","Área Estatal de Protección Hidrológica","Estatal","jalisco","TLAJOMULCO DE ZÚÑIGA","Desconocidas","Selva Baja Caducifolia","80.495","6","Combate","20.420345","-103.52896"
"7","Barrancas de Los Ríos Santiago y Verde","Formación Natural de Interés Estatal","Estatal","jalisco","ZAPOPAN","Actividades agrícolas","Bosque de Encino","56.8697","24","Combate","20.888166","-103.39387"
"7","Z.P.F.V. la Cuenca Hidrográfica del Río Necaxa","Área de Protección de los Recursos Naturales","Federal","hidalgo","ACAXOCHITLÁN","Intencional","Bosque de Pino","6.4795","154","Combate","20.09097","-98.1806"
"7","C.A.D.N.R. 004 Don Martín","Área de Protección de los Recursos Naturales","Federal","coahuila","MÚZQUIZ","Naturales","Bosque de Encino","8.6494","104","Combate","27.939056","-101.92626"
"7","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Cazadores","Bosque de Pino","6.3692","39","Combate","19.127653","-99.021034"
"7","San Miguel Ajusco","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","1.826","46","Combate","19.175587","-99.27232"
"7","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","2.6359","36","Combate","19.146814","-99.18259"
"7","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Pastizal Halófilo","2.4013","8","Combate","19.11396","-99.02059"
"7","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","1.7939","18","Combate","19.123775","-99.009865"
"7","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","15.6624","24","Combate","19.135054","-99.01443"
"7","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","13.7864","15","Combate","19.118994","-99.01851"
"7","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","0.3875","13","Combate","19.143389","-99.00214"
"7","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Pastizal Halófilo","1.1703","16","Combate","19.123602","-99.015305"
"7","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Intencional","Bosque de Pino","1.1","42","Combate","19.120972","-99.20189"
"7","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Intencional","Bosque de Pino","0.8351","17","Combate","19.131031","-99.191475"
"7","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","0.6783","13","Combate","19.150188","-99.01424"
"7","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","0.5221","15","Combate","19.123022","-99.009865"
"7","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Intencional","Bosque de Pino","0.4217","15","Combate","19.142761","-99.180214"
"7","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","0.2","11","Combate","19.132645","-99.26098"
"7","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Intencional","Bosque de Pino","0.2049","8","Combate","19.150618","-99.18208"
"7","Cañón del Sumidero","Parque Nacional","Federal","chiapas","CHIAPA DE CORZO","Intencional","Selva Baja Caducifolia","60.9672","337","Combate","16.774794","-93.03183"
"7","La Ciénega","Humedal","Estatal","chiapas","COMITÁN DE DOMÍNGUEZ","Actividades agrícolas","Tular","45.7195","46","Combate","16.272724","-92.11289"
"7","La Encrucijada","Reserva de la Biósfera","Federal","chiapas","PIJIJIAPAN","Cazadores","Tular","453.3642","43","Combate","15.450936","-93.124176"
"7","La Sepultura","Reserva de la Biósfera","Federal","chiapas","ARRIAGA","Desconocidas","Sabanoide","330.522","135","Combate","16.203625","-93.79773"
"7","Sistema Estuarino Puerto Arista","Sitio Ramsar","Federal","chiapas","TONALÁ","Cazadores","Selva Baja Caducifolia","160.4692","78","Combate","15.88095","-93.65308"
"6","Cañón del Río Blanco","Parque Nacional","Federal","veracruz","MALTRATA","Desconocidas","Bosque de Encino","7.683","30","Combate","18.791945","-97.28"
"6","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","SAN FRANCISCO TETLANOHCAN","Actividades agrícolas","Bosque de Pino","5.0867","8","Combate","19.280653","-98.060844"
"6","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","CHIAUTEMPAN","Intencional","Bosque de Pino","2.4325","7","Combate","19.253561","-98.101326"
"6","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","SAN FRANCISCO TETLANOHCAN","Fogatas","Bosque de Pino","1.5081","13","Combate","19.236341","-98.06461"
"6","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","SAN FRANCISCO TETLANOHCAN","Actividades agrícolas","Bosque de Pino","0.426","5","Combate","19.25479","-98.11138"
"6","Sierra del Este y de Enmedio","Reserva Estatal","Estatal","san luis potosí","EL NARANJO","Actividades agrícolas","Selva Baja Caducifolia","2.022","28","Combate","22.427055","-99.26143"
"6","Sierra Gorda","Reserva de la Biósfera","Federal","querétaro","PINAL DE AMOLES","Desconocidas","Bosque de Pino-Encino","0.67","17","Combate","21.12656","-99.57703"
"6","Pico de Orizaba","Parque Natural","Federal","puebla","TLACHICHUCA","Actividades agrícolas","Bosque de Pino","7","8","Combate","19.063168","-97.319305"
"6","Sierra del Tentzo","Reserva Estatal","Estatal","puebla","OCOYUCAN","Desconocidas","Bosque de Pino-Encino","6.3185","9","Combate","18.906279","-98.298"
"6","Pico de Orizaba","Parque Natural","Federal","puebla","TLACHICHUCA","Desconocidas","Bosque de Pino","5.5","10","Combate","19.071009","-97.31397"
"6","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","puebla","TEPATLAXCO DE HIDALGO","Intencional","Bosque de Pino","51","37","Combate","19.190277","-97.995834"
"6","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","puebla","TEPATLAXCO DE HIDALGO","Intencional","Bosque de Pino","41.6065","20","Combate","19.20025","-98.00272"
"6","Pico de Orizaba","Parque Natural","Federal","puebla","TLACHICHUCA","Actividades pecuarias","Bosque de Pino","4","5","Combate","19.110445","-97.271225"
"6","Pico de Orizaba","Parque Natural","Federal","puebla","TLACHICHUCA","Actividades pecuarias","Bosque de Pino","18.5","8","Combate","19.064096","-97.30321"
"6","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","puebla","TEPATLAXCO DE HIDALGO","Desconocidas","Bosque de Pino","1.5","9","Combate","19.167425","-97.9993"
"6","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","puebla","TEPATLAXCO DE HIDALGO","Desconocidas","Bosque de Pino","1.5","16","Combate","19.192638","-97.992836"
"6","Pico de Orizaba","Parque Natural","Federal","puebla","TLACHICHUCA","Actividades pecuarias","Bosque de Pino","12.9802","19","Combate","19.0871","-97.30852"
"6","Santuario del Agua Sistema Hidrológico Presa Huapango","Reserva Estatal","Estatal","méxico","TIMILPAN","Actividades agrícolas","Bosque de Encino","14.479","18","Combate","19.867373","-99.70749"
"6","Iztaccíhuatl-Popocatépetl","Parque Nacional","Federal","méxico","AMECAMECA","Fogatas","Pradera de Alta Montaña","13.534","15","Combate","19.114325","-98.64759"
"6","Iztaccíhuatl-Popocatépetl","Parque Nacional","Federal","méxico","IXTAPALUCA","Intencional","Bosque Cultivado","1.24","7","Combate","19.335445","-98.70858"
"6","Parque Natural de Recreacion Popular denominado Nahuatlaca - Matlazinca","Parque Estatal","Estatal","méxico","JOQUICINGO","Intencional","Bosque de Encino-Pino","0.82","11","Combate","19.097723","-99.524025"
"6","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","VALLE DE BRAVO","Intencional","Bosque de Pino","0.81","9","Combate","19.149536","-100.08147"
"6","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","VALLE DE BRAVO","Intencional","Bosque de Pino-Encino","0.66","14","Combate","19.216862","-100.08275"
"6","Parque Ecológico Turistico y Recreativo Zempoala La Bufa, denominado Parque Otomí-Mexica","Parque Estatal","Estatal","méxico","NAUCALPAN DE JUÁREZ","Intencional","Bosque de Encino","0.5514","8","Combate","19.434961","-99.34773"
"6","Iztaccíhuatl-Popocatépetl","Parque Nacional","Federal","méxico","IXTAPALUCA","Intencional","Bosque de Pino","0.55","6","Combate","19.333584","-98.70319"
"6","Bosencheve","Parque Nacional","Federal","méxico","VILLA VICTORIA","Intencional","Bosque de Pino","0.434","7","Combate","19.4804","-100.09947"
"6","Parque Natural de Recreacion Popular denominado Nahuatlaca - Matlazinca","Parque Estatal","Estatal","méxico","OCUILAN","Desconocidas","Bosque de Pino","9.32","9","Combate","19.053028","-99.469444"
"6","Santuario del Agua y Forestal Subcuenca Tributaria Río San Lorenzo","Parque Estatal","Estatal","méxico","LERMA","Actividades agrícolas","Bosque de Oyamel","8.404","25","Combate","19.340195","-99.46075"
"6","Sierra Morelos","Parque Estatal","Estatal","méxico","TOLUCA","Intencional","Bosque de Cedro","7.16","22","Combate","19.32125","-99.688446"
"6","Iztaccíhuatl-Popocatépetl","Parque Nacional","Federal","méxico","CHALCO","Desconocidas","Bosque de Pino","4.862","9","Combate","19.314844","-98.74074"
"6","Santuario del Agua y Forestal Subcuenca Tributaria Río San Lorenzo","Parque Estatal","Estatal","méxico","LERMA","Actividades agrícolas","Bosque de Oyamel","5.304","16","Combate","19.352741","-99.45767"
"6","Parque Natural de Recreacion Popular denominado Nahuatlaca - Matlazinca","Parque Estatal","Estatal","méxico","OCUILAN","Actividades pecuarias","Bosque de Pino-Encino","5.075","13","Combate","19.023195","-99.44942"
"6","Parque Ecológico Turistico y Recreativo Zempoala La Bufa, denominado Parque Otomí-Mexica","Parque Estatal","Estatal","méxico","JILOTZINGO","Actividades pecuarias","Bosque Cultivado","4.925","5","Combate","19.473711","-99.41728"
"6","Parque Ecológico Turistico y Recreativo Zempoala La Bufa, denominado Parque Otomí-Mexica","Parque Estatal","Estatal","méxico","OCOYOACAC","Intencional","Bosque de Pino","4.4002","30","Combate","19.279213","-99.41694"
"6","Parque Natural de Recreacion Popular denominado Nahuatlaca - Matlazinca","Parque Estatal","Estatal","méxico","JOQUICINGO","Actividades pecuarias","Bosque de Pino-Encino","2.549","10","Combate","19.096138","-99.51889"
"6","Parque Ecológico y Recreativo de Tenancingo, Malinalco y Zumpahuacan","Parque Estatal","Estatal","méxico","TENANCINGO","Intencional","Bosque de Pino-Encino","2.201","6","Combate","18.987423","-99.62163"
